client,available,held,total,locked
346,182631.25,11872.57,194503.81,false
460,51278.61,0.0,51278.61,true
81,78747.28,12877.26,91624.54,false
284,15950.0,11940.98,27890.98,false
1891,63379.61,0.0,63379.61,true
1179,87959.97,13921.84,101881.81,false
1825,23475.057,0.0,23475.057,true
215,141059.36,46614.42,187673.78,false
1685,71276.42,0.0,71276.42,true
816,186165.78,0.0,186165.78,true
1927,225475.78,23388.08,248863.86,false
1154,30011.031,0.0,30011.031,true
383,53437.895,0.0,53437.895,true
79,84429.66,0.0,84429.66,true
1768,40591.844,40208.25,80800.09,false
735,29783.297,0.0,29783.297,true
840,152427.52,0.0,152427.52,true
1207,162855.19,48006.85,210862.03,false
447,195821.64,26602.87,222424.52,false
1310,18343.098,0.0,18343.098,true
496,114393.01,42826.02,157219.03,false
486,45909.6,521.58,46431.18,false
1788,412909.97,0.0,412909.97,true
1518,35479.32,0.0,35479.32,true
17,165941.3,7179.29,173120.6,false
590,295033.47,37177.14,332210.62,false
1245,289429.94,0.0,289429.94,true
1424,169811.31,0.0,169811.31,true
1765,48649.266,0.0,48649.266,true
1726,63018.78,45483.91,108502.69,false
1325,436496.78,0.0,436496.78,true
185,257096.12,6960.43,264056.56,false
1519,378868.28,0.0,378868.28,true
495,256518.22,0.0,256518.22,true
1868,95378.4,29492.17,124870.57,false
1425,243025.16,5845.35,248870.5,false
217,250560.05,34934.13,285494.2,false
579,156967.55,0.0,156967.55,true
615,64656.207,0.0,64656.207,true
358,51060.613,39238.35,90298.97,false
856,46874.83,24700.71,71575.54,false
1553,146977.66,1591.72,148569.38,false
712,24835.781,39572.69,64408.473,false
1767,91393.25,29010.39,120403.64,false
16,320045.5,0.0,320045.5,true
771,88132.47,0.0,88132.47,true
1052,30548.0,8303.65,38851.65,false
1319,81151.266,0.0,81151.266,true
1933,130156.33,0.0,130156.33,true
376,175972.5,26257.31,202229.81,false
1420,147992.27,44391.73,192384.0,false
254,97053.47,0.0,97053.47,true
954,2326.375,0.0,2326.375,true
898,112415.28,0.0,112415.28,true
4,12035.574,0.0,12035.574,true
449,124771.02,5785.41,130556.44,false
502,133128.6,0.0,133128.6,true
697,58790.484,13321.37,72111.85,false
587,163924.5,7943.08,171867.58,false
1394,114402.36,47980.97,162383.33,false
889,191185.19,0.0,191185.19,true
1627,75076.92,34598.12,109675.05,false
773,154398.94,173.95,154572.89,false
1378,507260.25,42061.08,549321.3,false
1494,85171.92,42164.55,127336.47,false
1617,138037.36,8342.73,146380.1,false
1574,112483.56,12232.4,124715.96,false
1938,132204.25,37772.19,169976.44,false
580,131144.02,0.0,131144.02,true
221,431182.53,0.0,431182.53,true
641,228924.22,0.0,228924.22,true
1821,242647.97,0.0,242647.97,true
167,117639.94,0.0,117639.94,true
361,77175.234,8719.24,85894.48,false
1537,43357.617,8411.8,51769.418,false
458,74072.63,0.0,74072.63,true
1323,154029.9,3130.31,157160.22,false
1703,77713.64,15342.82,93056.46,false
375,58235.02,3281.25,61516.27,false
1273,42305.477,0.0,42305.477,true
1972,102083.63,9776.67,111860.305,false
886,322835.66,22560.58,345396.25,false
1903,231259.89,25797.96,257057.84,false
1834,2945.8574,0.0,2945.8574,true
59,60769.65,40015.84,100785.484,false
1993,61905.117,27243.41,89148.53,false
290,44398.73,30519.56,74918.29,false
973,38357.793,32145.45,70503.24,false
170,87480.92,0.0,87480.92,true
1172,175216.58,0.0,175216.58,true
87,19483.021,0.0,19483.021,true
1473,82706.8,0.0,82706.8,true
1318,89746.72,0.0,89746.72,true
1634,230207.67,22248.9,252456.58,false
1373,78202.82,0.0,78202.82,true
1526,6429.6377,0.0,6429.6377,true
981,3399.842,49194.98,52594.824,false
1454,37079.406,17335.27,54414.676,false
1291,36174.93,0.0,36174.93,true
842,70744.27,0.0,70744.27,true
559,62897.79,43813.14,106710.93,false
709,75769.516,0.0,75769.516,true
833,93727.11,34210.74,127937.84,false
373,145984.1,0.0,145984.1,true
1639,188975.34,0.0,188975.34,true
759,192530.47,36796.68,229327.16,false
461,137055.33,22484.57,159539.9,false
1204,340142.53,0.0,340142.53,true
106,166149.45,0.0,166149.45,true
231,131012.47,0.0,131012.47,true
1605,84641.89,42472.3,127114.19,false
866,310620.66,0.0,310620.66,true
1120,163766.47,0.0,163766.47,true
574,53471.766,0.0,53471.766,true
690,84239.91,20067.27,104307.17,false
667,51032.04,22025.16,73057.2,false
1434,164212.08,35685.84,199897.92,false
18,122588.86,39603.72,162192.58,false
949,4727.766,0.0,4727.766,true
1850,8244.982,0.0,8244.982,true
606,52329.85,33880.71,86210.56,false
1461,96865.49,0.0,96865.49,true
1353,191464.16,32524.99,223989.14,false
1966,9238.715,0.0,9238.715,true
1794,28941.469,0.0,28941.469,true
578,75473.875,0.0,75473.875,true
1337,142075.55,45311.75,187387.3,false
965,11318.057,865.11,12183.167,false
616,60192.21,0.0,60192.21,true
1132,23768.508,575.37,24343.877,false
23,304427.56,0.0,304427.56,true
1212,255106.94,0.0,255106.94,true
1787,37199.605,0.0,37199.605,true
1048,165918.38,10714.43,176632.81,false
1686,56600.37,18861.88,75462.25,false
1651,362946.62,9970.19,372916.8,false
227,260528.9,0.0,260528.9,true
356,9741.75,0.0,9741.75,true
1714,128398.46,48695.57,177094.03,false
94,33141.312,0.0,33141.312,true
537,108760.78,0.0,108760.78,true
1935,91631.664,2348.89,93980.555,false
1776,70065.25,0.0,70065.25,true
870,164849.19,21566.4,186415.6,false
649,50612.996,3207.33,53820.33,false
835,197660.61,45927.61,243588.22,false
1066,53597.21,0.0,53597.21,true
1391,40782.9,0.0,40782.9,true
1354,211.4375,0.0,211.4375,true
526,5982.086,0.0,5982.086,true
1827,165549.31,24635.23,190184.55,false
599,65153.18,22939.49,88092.67,false
885,277821.38,0.0,277821.38,true
724,563.50885,0.0,563.50885,true
618,66611.59,11339.56,77951.16,false
1710,82753.59,0.0,82753.59,true
1748,60568.297,0.0,60568.297,true
739,239554.0,0.0,239554.0,true
823,319174.06,0.0,319174.06,true
1974,1631.207,0.0,1631.207,true
489,56393.438,1195.28,57588.72,false
333,293754.16,7970.6,301724.75,false
1577,38744.95,0.0,38744.95,true
524,125356.84,5029.2,130386.05,false
1880,52758.547,18905.12,71663.664,false
644,31692.938,0.0,31692.938,true
1740,128406.34,0.0,128406.34,true
161,47719.727,35407.65,83127.375,false
149,201224.12,46098.38,247322.5,false
1549,175524.58,13550.21,189074.78,false
1033,120036.77,23665.58,143702.36,false
1196,84314.17,0.0,84314.17,true
919,187262.16,17861.91,205124.06,false
228,143960.05,0.0,143960.05,true
497,128469.27,28182.05,156651.33,false
515,263903.44,0.0,263903.44,true
1100,95040.15,0.0,95040.15,true
109,170725.45,34421.36,205146.81,false
457,291381.6,42430.25,333811.84,false
1908,64013.832,0.0,64013.832,true
1366,44036.008,19697.81,63733.82,false
70,118338.66,0.0,118338.66,true
679,86854.625,426.39,87281.016,false
474,15504.719,0.0,15504.719,true
663,119305.58,0.0,119305.58,true
801,282552.72,0.0,282552.72,true
1945,64911.707,0.0,64911.707,true
535,100490.03,0.0,100490.03,true
1455,240101.58,40959.2,281060.78,false
1381,57938.707,41801.06,99739.766,false
249,103243.85,16782.91,120026.766,false
941,152550.66,45201.56,197752.22,false
518,247151.44,4260.07,251411.5,false
1677,16642.43,0.0,16642.43,true
1503,226600.94,0.0,226600.94,true
1845,141368.28,0.0,141368.28,true
538,57287.266,31981.53,89268.8,false
55,113179.91,0.0,113179.91,true
15,305690.53,0.0,305690.53,true
804,57492.258,36159.97,93652.23,false
1797,81699.945,44806.87,126506.81,false
1930,33788.992,22383.55,56172.543,false
1920,32674.027,0.0,32674.027,true
467,11096.719,0.0,11096.719,true
1603,64868.324,0.0,64868.324,true
1397,114400.64,12597.49,126998.13,false
1360,25978.633,0.0,25978.633,true
1568,30514.645,0.0,30514.645,true
1414,21258.996,15518.36,36777.355,false
1496,191974.28,37867.63,229841.9,false
1258,119524.25,44555.12,164079.38,false
153,129928.125,0.0,129928.125,true
437,47294.844,0.0,47294.844,true
918,26078.248,0.0,26078.248,true
789,142455.75,0.0,142455.75,true
850,265441.97,0.0,265441.97,true
1566,165318.84,1692.51,167011.36,false
293,123933.35,9235.25,133168.6,false
1307,30880.664,0.0,30880.664,true
1664,74170.81,0.0,74170.81,true
1081,151157.0,0.0,151157.0,true
386,49363.82,0.0,49363.82,true
1355,44094.586,45401.09,89495.67,false
509,379.71875,37260.46,37640.18,false
1588,33913.33,0.0,33913.33,true
427,911.3281,17595.52,18506.848,false
411,60468.94,28239.19,88708.13,false
674,52315.836,0.0,52315.836,true
718,92072.625,5160.63,97233.26,false
1098,67115.516,0.0,67115.516,true
1596,47453.96,0.0,47453.96,true
310,8024.8105,0.0,8024.8105,true
1046,123460.04,49097.71,172557.75,false
950,72061.56,0.0,72061.56,true
159,247188.2,3604.94,250793.14,false
1260,330800.53,29188.95,359989.47,false
485,209957.9,42355.06,252312.97,false
252,105802.67,7889.64,113692.31,false
241,166037.97,5194.91,171232.88,false
892,69883.83,0.0,69883.83,true
488,21299.025,0.0,21299.025,true
748,68420.805,10689.42,79110.23,false
73,106913.1,24317.85,131230.95,false
1127,171922.25,0.0,171922.25,true
1465,109834.81,1796.48,111631.29,false
595,13683.92,29115.16,42799.08,false
1866,116783.87,0.0,116783.87,true
1146,124001.47,41780.28,165781.75,false
550,99402.805,0.0,99402.805,true
265,150562.8,43963.89,194526.69,false
722,150884.38,25705.48,176589.86,false
700,29517.516,30601.93,60119.445,false
253,105659.72,28218.21,133877.94,false
1912,103431.195,0.0,103431.195,true
1590,188520.98,22103.07,210624.06,false
138,49837.64,10139.24,59976.883,false
1573,77745.336,40707.63,118452.97,false
1897,215246.47,0.0,215246.47,true
320,128241.38,0.0,128241.38,true
157,131113.81,13359.87,144473.69,false
1957,27330.785,5162.75,32493.535,false
623,170953.16,29499.17,200452.33,false
1168,11619.969,32638.9,44258.867,false
319,33940.21,28211.11,62151.32,false
1174,77863.91,66.0,77929.91,false
796,213041.45,0.0,213041.45,true
179,134394.72,1190.91,135585.62,false
540,32499.982,0.0,32499.982,true
434,54889.55,0.0,54889.55,true
1277,76791.3,0.0,76791.3,true
1483,159418.84,0.0,159418.84,true
348,42249.08,0.0,42249.08,true
1451,69966.94,0.0,69966.94,true
420,78678.2,0.0,78678.2,true
33,105441.6,2246.06,107687.664,false
917,29313.277,0.0,29313.277,true
258,108025.87,0.0,108025.87,true
1322,44903.066,0.0,44903.066,true
1215,182056.94,9509.0,191565.94,false
445,42839.617,0.0,42839.617,true
1059,53413.695,30552.78,83966.48,false
1538,70804.914,18275.06,89079.98,false
1138,58987.332,0.0,58987.332,true
1612,132655.69,46405.51,179061.2,false
1729,592035.94,39731.93,631767.9,false
1631,18138.957,8627.23,26766.188,false
1121,64527.26,10631.33,75158.59,false
1522,522153.47,31732.02,553885.5,false
1777,158972.86,0.0,158972.86,true
416,11429.871,31357.52,42787.39,false
1176,91383.13,0.0,91383.13,true
1849,86971.6,0.0,86971.6,true
966,30017.613,0.0,30017.613,true
1177,20197.629,16124.31,36321.938,false
1696,42741.086,0.0,42741.086,true
1043,53056.727,0.0,53056.727,true
487,222793.58,30009.82,252803.4,false
1808,130557.98,33903.49,164461.47,false
1551,97976.05,17489.85,115465.9,false
1701,47462.164,0.0,47462.164,true
1541,152747.8,1270.43,154018.23,false
1512,77794.31,49391.5,127185.81,false
1106,9838.653,0.0,9838.653,true
1976,245732.62,49897.71,295630.34,false
1552,99186.94,42762.26,141949.2,false
619,113067.36,14780.03,127847.39,false
1141,29926.855,0.0,29926.855,true
1055,247331.95,4055.4,251387.36,false
1247,77277.35,0.0,77277.35,true
631,190019.05,38146.68,228165.72,false
1854,17875.17,0.0,17875.17,true
476,332.85687,15049.49,15382.347,false
1798,16259.445,0.0,16259.445,true
507,64751.35,0.0,64751.35,true
714,35238.35,25635.9,60874.25,false
896,220067.56,45292.8,265360.38,false
1533,174533.2,0.0,174533.2,true
1896,77083.53,0.0,77083.53,true
815,32044.064,23520.99,55565.055,false
493,10335.619,17809.79,28145.408,false
1047,23676.682,21839.29,45515.97,false
1580,26489.312,0.0,26489.312,true
1376,128397.65,0.0,128397.65,true
806,191276.77,0.0,191276.77,true
1913,99513.12,43561.32,143074.44,false
155,71538.28,13356.0,84894.28,false
1016,76117.75,0.0,76117.75,true
800,52917.977,0.0,52917.977,true
899,360654.94,0.0,360654.94,true
1952,392022.1,33993.19,426015.28,false
1221,104381.38,0.0,104381.38,true
633,32993.72,0.0,32993.72,true
1071,157862.62,21097.58,178960.2,false
1672,32842.625,11414.86,44257.484,false
1301,158832.52,36546.53,195379.05,false
513,35172.402,0.0,35172.402,true
1909,52880.33,0.0,52880.33,true
419,25960.14,0.0,25960.14,true
1625,13142.894,191.21,13334.104,false
13,67180.82,0.0,67180.82,true
1405,36499.242,19038.96,55538.203,false
608,43643.94,14826.51,58470.453,false
1149,389533.5,0.0,389533.5,true
181,80869.01,0.0,80869.01,true
1370,55022.453,0.0,55022.453,true
838,90420.945,13936.3,104357.24,false
405,50515.7,0.0,50515.7,true
1657,85699.11,45847.91,131547.02,false
907,69559.734,555.39,70115.125,false
1862,19297.033,0.0,19297.033,true
1244,98159.45,0.0,98159.45,true
1022,9514.66,0.0,9514.66,true
807,65926.586,45694.16,111620.75,false
1150,136803.8,13572.51,150376.31,false
1256,121445.83,13313.2,134759.03,false
168,80305.92,0.0,80305.92,true
569,91702.24,0.0,91702.24,true
1492,113888.375,0.0,113888.375,true
1965,79350.984,8687.23,88038.22,false
861,206571.02,0.0,206571.02,true
716,48300.094,0.0,48300.094,true
1460,48319.285,20878.63,69197.914,false
961,192860.73,18394.33,211255.06,false
887,41549.113,0.0,41549.113,true
1769,37792.008,0.0,37792.008,true
1999,27563.59,0.0,27563.59,true
245,251953.39,0.0,251953.39,true
1250,180204.67,0.0,180204.67,true
1579,34717.168,0.0,34717.168,true
1134,102663.125,0.0,102663.125,true
1289,126693.18,0.0,126693.18,true
852,9485.982,24946.31,34432.293,false
133,21544.904,16397.04,37941.945,false
1255,6685.4297,15127.16,21812.59,false
826,25837.01,0.0,25837.01,true
439,59382.098,32796.48,92178.58,false
1678,19625.05,0.0,19625.05,true
1129,70.29914,0.0,70.29914,true
71,279282.28,1271.56,280553.84,false
99,13277.181,13197.16,26474.34,false
658,102558.91,40596.66,143155.56,false
1563,345.1654,33193.79,33538.953,false
1500,124415.195,35302.88,159718.08,false
834,102594.39,14193.11,116787.5,false
1826,140050.33,48252.88,188303.2,false
785,22003.367,6277.46,28280.828,false
1823,189521.03,0.0,189521.03,true
44,62479.797,44267.85,106747.65,false
1423,3740.4844,5774.8,9515.284,false
451,12405.405,0.0,12405.405,true
1232,104099.97,32479.69,136579.66,false
1415,93833.18,0.0,93833.18,true
1954,30449.297,47472.2,77921.5,false
1755,347953.94,24139.57,372093.5,false
565,108735.55,15753.63,124489.18,false
1401,16344.918,0.0,16344.918,true
1368,13801.469,0.0,13801.469,true
282,13679.895,0.0,13679.895,true
1090,67954.41,8603.24,76557.65,false
582,6994.129,0.0,6994.129,true
1283,15849.32,0.0,15849.32,true
880,133138.45,30270.77,163409.22,false
1309,30444.307,23142.5,53586.805,false
392,37510.36,0.0,37510.36,true
1037,84554.56,33951.87,118506.44,false
166,9111.75,0.0,9111.75,true
1192,107913.164,0.0,107913.164,true
1889,292264.78,0.0,292264.78,true
397,54200.03,0.0,54200.03,true
604,34475.574,0.0,34475.574,true
1621,97913.21,2074.48,99987.69,false
1007,492.2472,0.0,492.2472,true
805,459.95343,29054.27,29514.223,false
1513,115928.97,16609.19,132538.16,false
322,148729.48,0.0,148729.48,true
113,91416.04,0.0,91416.04,true
359,288207.78,25712.11,313919.88,false
1883,71070.336,40174.37,111244.7,false
952,123367.164,33547.64,156914.81,false
1302,141023.02,0.0,141023.02,true
505,313244.5,11704.11,324948.62,false
1308,103341.484,19760.43,123101.914,false
72,31720.6,0.0,31720.6,true
744,218423.84,47932.6,266356.44,false
1877,143940.97,34330.59,178271.56,false
1123,42552.55,38049.22,80601.766,false
891,8749.537,37328.36,46077.9,false
610,3319.7231,21220.23,24539.953,false
328,70940.39,0.0,70940.39,true
1711,73772.055,0.0,73772.055,true
1958,6992.4644,2793.24,9785.704,false
1364,3411.9336,11830.7,15242.634,false
523,170035.12,0.0,170035.12,true
1321,55174.047,46331.05,101505.09,false
767,106362.63,23002.12,129364.75,false
534,56892.12,35929.64,92821.766,false
2000,160987.97,0.0,160987.97,true
68,8767.121,27270.85,36037.97,false
1499,248647.34,44977.42,293624.75,false
292,172467.84,0.0,172467.84,true
1947,58444.637,0.0,58444.637,true
1262,159455.47,0.0,159455.47,true
443,11179.598,1049.95,12229.548,false
212,200375.36,0.0,200375.36,true
1049,8612.4375,0.0,8612.4375,true
575,270243.72,32305.87,302549.6,false
637,90391.37,24267.22,114658.586,false
1923,160128.84,8043.22,168172.06,false
1750,211256.86,19777.65,231034.52,false
1736,61244.28,0.0,61244.28,true
932,62689.555,0.0,62689.555,true
1887,34749.527,0.0,34749.527,true
605,117578.24,0.0,117578.24,true
659,351795.0,0.0,351795.0,true
1505,87536.61,0.0,87536.61,true
1864,109052.89,12137.81,121190.7,false
1439,143040.05,0.0,143040.05,true
819,64738.71,0.0,64738.71,true
5,95249.62,29957.46,125207.08,false
492,206767.67,0.0,206767.67,true
84,58919.887,0.0,58919.887,true
1619,19797.506,8436.13,28233.637,false
1293,142704.08,38926.0,181630.08,false
632,86920.336,42035.82,128956.16,false
1521,42514.086,0.0,42514.086,true
1044,26702.555,26787.43,53489.984,false
1510,77106.33,0.0,77106.33,true
1175,65126.855,21853.91,86980.766,false
131,186773.14,0.0,186773.14,true
1931,144522.56,2623.7,147146.27,false
797,152805.8,47254.22,200060.02,false
1732,2705.211,0.0,2705.211,true
713,130824.18,0.0,130824.18,true
192,62987.52,0.0,62987.52,true
1180,146206.81,0.0,146206.81,true
593,23989.13,0.0,23989.13,true
765,10019.233,0.0,10019.233,true
1408,49622.88,0.0,49622.88,true
1855,198235.75,20928.76,219164.52,false
243,61072.336,0.0,61072.336,true
776,256980.11,39531.78,296511.88,false
1191,127077.266,26668.53,153745.8,false
203,186318.98,0.0,186318.98,true
664,102433.74,21994.89,124428.63,false
539,166942.56,21231.15,188173.72,false
862,16718.71,41143.51,57862.223,false
1870,320627.22,32179.62,352806.84,false
878,122195.734,0.0,122195.734,true
1203,7971.617,12632.93,20604.547,false
620,435463.06,0.0,435463.06,true
942,217905.38,21605.39,239510.77,false
1031,125003.99,3812.1,128816.09,false
774,160767.64,7681.86,168449.5,false
1327,49981.977,37290.82,87272.8,false
1264,11895.258,13684.92,25580.178,false
696,89674.89,0.0,89674.89,true
139,41775.207,7962.71,49737.918,false
607,128513.266,0.0,128513.266,true
1189,122793.53,0.0,122793.53,true
239,70591.13,0.0,70591.13,true
635,32529.082,40345.46,72874.55,false
754,213951.66,43964.29,257915.94,false
1984,11633.229,29089.01,40722.24,false
472,103121.555,43247.89,146369.44,false
1115,79750.42,5505.76,85256.18,false
220,122086.68,41313.46,163400.14,false
1281,72235.16,0.0,72235.16,true
1489,266604.5,0.0,266604.5,true
1395,97665.19,44247.16,141912.34,false
1921,104643.91,9671.74,114315.65,false
273,245697.66,44278.46,289976.12,false
190,14683.375,18175.04,32858.414,false
56,137093.39,0.0,137093.39,true
1532,72807.625,0.0,72807.625,true
1199,54663.074,2876.25,57539.324,false
390,116331.984,4848.26,121180.24,false
184,431195.38,0.0,431195.38,true
1312,271685.22,1190.15,272875.38,false
1832,108959.08,11600.27,120559.34,false
1063,14362.972,0.0,14362.972,true
49,19962.168,10035.19,29997.36,false
646,24509.777,22439.03,46948.805,false
1471,11942.407,1519.37,13461.777,false
1606,13119.42,16577.63,29697.05,false
723,196334.58,49226.95,245561.53,false
876,31748.07,0.0,31748.07,true
64,59088.418,49995.72,109084.14,false
1419,32098.709,0.0,32098.709,true
1220,159131.12,0.0,159131.12,true
